systematic	common	type	chromosome	start	stop	strand	hasTSS
"YJR112W"	"NNF1"	"ORF"	10	636893	637461	"W"	1
"YJR112W-A"	"YJR112W-A"	"ORF"	10	637604	638262	"W"	1
"YJR113C"	"RSM7"	"ORF"	10	638961	638145	"C"	1
"YJR114W"	"YJR114W"	"ORF"	10	638353	638746	"W"	0
"YJR115W"	"YJR115W"	"ORF"	10	639756	640545	"W"	1
"YJR116W"	"YJR116W"	"ORF"	10	640597	641661	"W"	1
"YJR117W"	"STE24"	"ORF"	10	641861	643293	"W"	1
"YJR118C"	"ILM1"	"ORF"	10	644073	643305	"C"	1
"YJR119C"	"JHD2"	"ORF"	10	646441	644057	"C"	1
"YJR120W"	"YJR120W"	"ORF"	10	647294	649389	"W"	1
"YJR121W"	"ATP2"	"ORF"	10	647294	649389	"W"	1
"YJR122W"	"IBA57"	"ORF"	10	649629	651181	"W"	1
"YJR123W"	"RPS5"	"ORF"	10	651757	652637	"W"	1
"YJR124C"	"YJR124C"	"ORF"	10	654201	652681	"C"	1
"YJR125C"	"ENT3"	"ORF"	10	655945	654857	"C"	1
"YJR126C"	"VPS70"	"ORF"	10	658593	656089	"C"	1
"YJR127C"	"RSF2"	"ORF"	10	662745	658801	"C"	1
"YJR129C"	"YJR129C"	"ORF"	10	665037	663738	"C"	1
"YJR130C"	"STR2"	"ORF"	10	667097	665377	"C"	1
"YJR131W"	"MNS1"	"ORF"	10	667461	669397	"W"	1
"YJR132W"	"NMD5"	"ORF"	10	669381	672669	"W"	1
"YJR133W"	"XPT1"	"ORF"	10	672797	673445	"W"	1
"YJR134C"	"SGM1"	"ORF"	10	675870	673467	"C"	1
"YJR135C"	"MCM22"	"ORF"	10	676753	673553	"C"	1
"YJR135W-A"	"TIM8"	"ORF"	10	676785	677328	"W"	1
"YJR136C"	"YJR136C"	"ORF"	10	678641	677321	"C"	1
"YJR137C"	"ECM17"	"ORF"	10	683377	678849	"C"	1
"YJR138W"	"IML1"	"ORF"	10	684453	687861	"W"	1
"YJR139C"	"HOM6"	"ORF"	10	690553	689273	"C"	1
"YJR140C"	"HIR3"	"ORF"	10	695689	690537	"C"	1
"YJR141W"	"YJR141W"	"ORF"	10	695765	696821	"W"	1
"YJR142W"	"YJR142W"	"ORF"	10	697037	698077	"W"	1
"YJR143C"	"PMT4"	"ORF"	10	700593	698409	"C"	1
"YJR144W"	"MGM101"	"ORF"	10	700749	701699	"W"	1
"YJR145C"	"RPS4A"	"ORF"	10	703049	702697	"C"	1
"YJR147W"	"HMS2"	"ORF"	10	704029	705285	"W"	1
"YJR148W"	"BAT2"	"ORF"	10	705581	706765	"W"	1
"YJR149W"	"YJR149W"	"ORF"	10	706749	707077	"W"	1
"YJR150C"	"DAN1"	"ORF"	10	709725	708549	"C"	1
"YJR151C"	"DAN4"	"ORF"	10	715758	711993	"C"	1
"YJR151W-A"	"YJR151W-A"	"ORF"	10	717394	717724	"W"	1
"YJR152W"	"DAL5"	"ORF"	10	719480	721391	"W"	1
"YJR153W"	"PGU1"	"ORF"	10	722661	723781	"W"	1
"YJR154W"	"YJR154W"	"ORF"	10	725373	726693	"W"	1
"YJR155W"	"AAD10"	"ORF"	10	727219	728365	"W"	1
"YJR156C"	"THI11"	"ORF"	10	729614	728312	"C"	1
"YJR158W"	"HXT16"	"ORF"	10	732254	734237	"W"	1
"YJR159W"	"SOR1"	"ORF"	10	735858	737211	"W"	1
"YJR160C"	"MPH3"	"ORF"	10	739834	737746	"C"	1
"YJR161C"	"COS5"	"ORF"	10	744017	742586	"C"	1
"YKL224C"	"YKL224C"	"ORF"	11	2284	1633	"C"	1
"YKL222C"	"YKL222C"	"ORF"	11	5761	3321	"C"	1
"YKL221W"	"MCH2"	"ORF"	11	6006	7707	"W"	1
"YKL220C"	"FRE2"	"ORF"	11	11329	8914	"C"	1
"YKL219W"	"COS9"	"ORF"	11	14525	15821	"W"	1
"YKL218C"	"SRY1"	"ORF"	11	18497	17281	"C"	1
"YKL217W"	"JEN1"	"ORF"	11	22132	24262	"W"	1
"YKL216W"	"URA1"	"ORF"	11	25149	26197	"W"	1
"YKL215C"	"YKL215C"	"ORF"	11	30761	26649	"C"	1
"YKL214C"	"YRA2"	"ORF"	11	31777	31129	"C"	1
"YKL213C"	"DOA1"	"ORF"	11	34153	31889	"C"	1
"YKL212W"	"SAC1"	"ORF"	11	34333	36597	"W"	1
"YKL211C"	"TRP3"	"ORF"	11	38241	36545	"C"	1
"YKL210W"	"UBA1"	"ORF"	11	39109	42157	"W"	1
"YKL209C"	"STE6"	"ORF"	11	46345	42369	"C"	1
"YKL208W"	"CBT1"	"ORF"	11	47109	47845	"W"	1
"YKL207W"	"YKL207W"	"ORF"	11	47829	48165	"W"	1
"YKL206C"	"ADD66"	"ORF"	11	49857	48985	"C"	1
"YKL205W"	"LOS1"	"ORF"	11	50013	53413	"W"	1
"YKL204W"	"EAP1"	"ORF"	11	53669	55653	"W"	1
"YKL203C"	"TOR2"	"ORF"	11	63548	63244	"C"	1
"YKL201C"	"MNN4"	"ORF"	11	67652	66276	"C"	1
"YKL198C"	"PTK1"	"ORF"	11	70325	68096	"C"	1
"YKL197C"	"PEX1"	"ORF"	11	73916	68148	"C"	1
"YKL196C"	"YKT6"	"ORF"	11	75612	74788	"C"	1
"YKL195W"	"MIA40"	"ORF"	11	75776	77096	"W"	1
"YKL194C"	"MST1"	"ORF"	11	78668	77164	"C"	1
"YKL193C"	"SDS22"	"ORF"	11	79932	78868	"C"	1
"YKL192C"	"ACP1"	"ORF"	11	80588	80020	"C"	1
"YKL191W"	"DPH2"	"ORF"	11	81008	82440	"W"	1
"YKL190W"	"CNB1"	"ORF"	11	82904	83000	"W"	1
"YKL189W"	"HYM1"	"ORF"	11	84600	86039	"W"	1
"YKL188C"	"PXA2"	"ORF"	11	88644	86260	"C"	1
"YKL187C"	"YKL187C"	"ORF"	11	91140	89180	"C"	1
"YKL186C"	"MTR2"	"ORF"	11	93356	92645	"C"	1
"YKL185W"	"ASH1"	"ORF"	11	94160	96224	"W"	1
"YKL184W"	"SPE1"	"ORF"	11	96592	98336	"W"	1
"YKL183C-A"	"YKL183C-A"	"ORF"	11	98714	98222	"C"	1
"YKL183W"	"LOT5"	"ORF"	11	98544	99688	"W"	1
"YKL182W"	"FAS1"	"ORF"	11	100574	107009	"W"	1
"YKL181W"	"PRS1"	"ORF"	11	107104	108352	"W"	1
"YKL180W"	"RPL17A"	"ORF"	11	109224	109592	"W"	1
"YKL179C"	"COY1"	"ORF"	11	112524	110340	"C"	1
"YKL178C"	"STE3"	"ORF"	11	114734	113042	"C"	1
"YKL176C"	"LST4"	"ORF"	11	118340	115684	"C"	1
"YKL175W"	"ZRT3"	"ORF"	11	118728	119792	"W"	1
"YKL174C"	"TPO5"	"ORF"	11	122348	120292	"C"	1
"YKL173W"	"SNU114"	"ORF"	11	122480	125656	"W"	1
"YKL172W"	"EBP2"	"ORF"	11	125728	127040	"W"	1
"YKL171W"	"YKL171W"	"ORF"	11	127296	129824	"W"	1
"YKL170W"	"MRPL38"	"ORF"	11	130544	131144	"W"	1
"YKL168C"	"KKQ8"	"ORF"	11	133476	131220	"C"	1
"YKL167C"	"MRP49"	"ORF"	11	134164	133556	"C"	1
"YKL166C"	"TPK3"	"ORF"	11	135876	134308	"C"	1
"YKL165C"	"MCD4"	"ORF"	11	140732	137805	"C"	1
"YKL164C"	"PIR1"	"ORF"	11	142916	141676	"C"	1
"YKL163W"	"PIR3"	"ORF"	11	144304	145561	"W"	1
"YKL162C"	"YKL162C"	"ORF"	11	148884	147492	"C"	1
"YKL161C"	"YKL161C"	"ORF"	11	150892	149140	"C"	1
"YKL160W"	"ELF1"	"ORF"	11	153248	153784	"W"	1
"YKL159C"	"RCN1"	"ORF"	11	154524	153644	"C"	1
"YKL157W"	"APE2"	"ORF"	11	154960	155280	"W"	1
"YKL156W"	"RPS27A"	"ORF"	11	158560	158984	"W"	1
"YKL155C"	"RSM22"	"ORF"	11	161380	159556	"C"	1
"YKL154W"	"SRP102"	"ORF"	11	161496	162384	"W"	1
"YKL152C"	"GPM1"	"ORF"	11	164428	163500	"C"	1
"YKL151C"	"YKL151C"	"ORF"	11	166028	165060	"C"	1
"YKL150W"	"MCR1"	"ORF"	11	166448	167568	"W"	1
"YKL149C"	"DBR1"	"ORF"	11	168852	167492	"C"	1
"YKL148C"	"SDH1"	"ORF"	11	171316	169116	"C"	1
"YKL146W"	"AVT3"	"ORF"	11	171768	173896	"W"	1
"YKL145W"	"RPT1"	"ORF"	11	174144	175696	"W"	1
"YKL144C"	"RPC25"	"ORF"	11	176548	175780	"C"	1
"YKL143W"	"LTV1"	"ORF"	11	176744	178216	"W"	1
"YKL142W"	"MRP8"	"ORF"	11	178440	179240	"W"	1
"YKL141W"	"SDH3"	"ORF"	11	179624	180368	"W"	1
"YKL140W"	"TGL1"	"ORF"	11	180568	182488	"W"	1
"YKL139W"	"CTK1"	"ORF"	11	182768	184600	"W"	1
"YKL138C-A"	"HSK3"	"ORF"	11	185119	184630	"C"	1
"YKL138C"	"MRPL31"	"ORF"	11	185804	185300	"C"	1
"YKL137W"	"CMC1"	"ORF"	11	185896	186415	"W"	1
"YKL135C"	"APL2"	"ORF"	11	188772	186516	"C"	1
"YKL134C"	"OCT1"	"ORF"	11	191500	189028	"C"	1
"YKL133C"	"YKL133C"	"ORF"	11	193068	191764	"C"	1
"YKL132C"	"RMA1"	"ORF"	11	194967	193395	"C"	1
"YKL130C"	"SHE2"	"ORF"	11	196100	195572	"C"	1
"YKL129C"	"MYO3"	"ORF"	11	200588	196340	"C"	1
"YKL128C"	"PMU1"	"ORF"	11	201452	200572	"C"	1
"YKL127W"	"PGM1"	"ORF"	11	203136	204912	"W"	1
"YKL126W"	"YPK1"	"ORF"	11	205144	207128	"W"	1
"YKL125W"	"RRN3"	"ORF"	11	207760	208032	"W"	1
"YKL124W"	"SSH4"	"ORF"	11	210112	212008	"W"	1
"YKL122C"	"SRP21"	"ORF"	11	212692	212060	"C"	1
"YKL121W"	"YKL121W"	"ORF"	11	213544	216392	"W"	1
"YKL120W"	"OAC1"	"ORF"	11	216856	217680	"W"	1
"YKL119C"	"VPH2"	"ORF"	11	218932	218460	"C"	1
"YKL117W"	"SBA1"	"ORF"	11	219912	220728	"W"	1
"YKL116C"	"PRR1"	"ORF"	11	222716	221028	"C"	1
"YKL114C"	"APN1"	"ORF"	11	224164	222972	"C"	1
"YKL113C"	"RAD27"	"ORF"	11	225564	224349	"C"	1
"YKL112W"	"ABF1"	"ORF"	11	226040	228440	"W"	1
"YKL110C"	"KTI12"	"ORF"	11	229596	228780	"C"	1
"YKL109W"	"HAP4"	"ORF"	11	231536	233312	"W"	1
"YKL108W"	"SLD2"	"ORF"	11	233968	235609	"W"	1
"YKL107W"	"YKL107W"	"ORF"	11	235683	236892	"W"	1
"YKL106C-A"	"YKL106C-A"	"ORF"	11	237012	236613	"C"	1
"YKL106W"	"AAT1"	"ORF"	11	237056	238608	"W"	1
"YKL105C"	"YKL105C"	"ORF"	11	242460	239076	"C"	1
"YKL104C"	"GFA1"	"ORF"	11	245220	242652	"C"	1
"YKL103C"	"LAP4"	"ORF"	11	247420	245604	"C"	1
"YKL101W"	"HSL1"	"ORF"	11	248296	249784	"W"	1
"YKL100C"	"YKL100C"	"ORF"	11	255140	253100	"C"	1
"YKL099C"	"UTP11"	"ORF"	11	256188	255316	"C"	1
"YKL098W"	"YKL098W"	"ORF"	11	256368	257528	"W"	1
"YKL096C-B"	"YKL096C-B"	"ORF"	11	258968	258539	"C"	1
"YKL096W-A"	"CWP2"	"ORF"	11	258795	259353	"W"	1
"YKL096W"	"CWP1"	"ORF"	11	260728	261592	"W"	1
"YKL095W"	"YJU2"	"ORF"	11	261736	262976	"W"	1
"YKL094W"	"YJU3"	"ORF"	11	262960	264016	"W"	1
"YKL093W"	"MBR1"	"ORF"	11	264000	265440	"W"	1
"YKL092C"	"BUD2"	"ORF"	11	269180	264788	"C"	1
"YKL091C"	"YKL091C"	"ORF"	11	270364	269388	"C"	1
"YKL090W"	"CUE2"	"ORF"	11	271504	274464	"W"	1
"YKL089W"	"MIF2"	"ORF"	11	272936	274865	"W"	1
"YKL088W"	"YKL088W"	"ORF"	11	274832	276640	"W"	1
"YKL087C"	"CYT2"	"ORF"	11	277612	276716	"C"	1
"YKL086W"	"SRX1"	"ORF"	11	277823	278486	"W"	1
"YKL085W"	"MDH1"	"ORF"	11	278624	280072	"W"	1
"YKL084W"	"HOT13"	"ORF"	11	280056	280528	"W"	1
"YKL082C"	"RRP14"	"ORF"	11	282052	280644	"C"	1
"YKL081W"	"TEF4"	"ORF"	11	282480	282744	"W"	1
"YKL080W"	"VMA5"	"ORF"	11	284560	285840	"W"	1
"YKL079W"	"SMY1"	"ORF"	11	286048	288112	"W"	1
"YKL078W"	"DHR2"	"ORF"	11	288456	290608	"W"	1
"YKL077W"	"YKL077W"	"ORF"	11	291032	292336	"W"	1
"YKL075C"	"YKL075C"	"ORF"	11	294052	292564	"C"	1
"YKL074C"	"MUD2"	"ORF"	11	295892	294228	"C"	1
"YKL073W"	"LHS1"	"ORF"	11	296032	298728	"W"	1
"YKL072W"	"STB6"	"ORF"	11	299024	301736	"W"	1
"YKL071W"	"YKL071W"	"ORF"	11	304656	305706	"W"	1
"YKL070W"	"YKL070W"	"ORF"	11	305753	306542	"W"	1
"YKL069W"	"YKL069W"	"ORF"	11	306889	307520	"W"	1
"YKL068W-A"	"YKL068W-A"	"ORF"	11	308748	309264	"W"	1
"YKL068W"	"NUP100"	"ORF"	11	309728	312720	"W"	1
"YKL067W"	"YNK1"	"ORF"	11	314328	315112	"W"	1
"YKL065C"	"YET1"	"ORF"	11	316772	315980	"C"	1
"YKL064W"	"MNR2"	"ORF"	11	317200	320424	"W"	1
"YKL063C"	"YKL063C"	"ORF"	11	321340	320477	"C"	1
"YKL062W"	"MSN4"	"ORF"	11	322776	324824	"W"	1
"YKL061W"	"YKL061W"	"ORF"	11	325400	325960	"W"	1
"YKL060C"	"FBA1"	"ORF"	11	327188	325988	"C"	1
"YKL059C"	"MPE1"	"ORF"	11	329164	327668	"C"	1
"YKL058W"	"TOA2"	"ORF"	11	329760	330368	"W"	1
"YKL057C"	"NUP120"	"ORF"	11	333668	330852	"C"	1
"YKL056C"	"TMA19"	"ORF"	11	334628	333868	"C"	1
"YKL055C"	"OAR1"	"ORF"	11	335844	334628	"C"	1
"YKL054C"	"DEF1"	"ORF"	11	338507	336068	"C"	1
"YKL053C-A"	"MDM35"	"ORF"	11	339188	338648	"C"	1
"YKL052C"	"ASK1"	"ORF"	11	340228	339340	"C"	1
"YKL051W"	"SFK1"	"ORF"	11	340488	342144	"W"	1
"YKL050C"	"YKL050C"	"ORF"	11	345366	342318	"C"	1
"YKL049C"	"CSE4"	"ORF"	11	346468	345708	"C"	1
"YKL048C"	"ELM1"	"ORF"	11	348868	346972	"C"	1
"YKL047W"	"YKL047W"	"ORF"	11	349072	350640	"W"	1
"YKL046C"	"DCW1"	"ORF"	11	352500	350700	"C"	1
"YKL045W"	"PRI2"	"ORF"	11	353064	354824	"W"	1
"YKL043W"	"PHD1"	"ORF"	11	356120	357648	"W"	1
"YKL042W"	"SPC42"	"ORF"	11	357912	359296	"W"	1
"YKL041W"	"VPS24"	"ORF"	11	359688	360544	"W"	1
"YKL040C"	"NFU1"	"ORF"	11	361540	360532	"C"	1
"YKL039W"	"PTM1"	"ORF"	11	362088	363936	"W"	1
"YKL038W"	"RGT1"	"ORF"	11	364937	368904	"W"	1
"YKL035W"	"UGP1"	"ORF"	11	369416	371192	"W"	1
"YKL034W"	"TUL1"	"ORF"	11	371360	373528	"W"	1
"YKL033W-A"	"YKL033W-A"	"ORF"	11	374046	375036	"W"	1
"YKL033W"	"YKL033W"	"ORF"	11	375072	378624	"W"	1
"YKL032C"	"IXR1"	"ORF"	11	381676	379660	"C"	1
"YKL029C"	"MAE1"	"ORF"	11	384476	382148	"C"	1
"YKL028W"	"TFA1"	"ORF"	11	385360	387376	"W"	1
"YKL027W"	"YKL027W"	"ORF"	11	387103	388726	"W"	1
"YKL026C"	"GPX1"	"ORF"	11	389628	389020	"C"	1
"YKL025C"	"PAN3"	"ORF"	11	391956	389852	"C"	1
"YKL024C"	"URA6"	"ORF"	11	393052	392060	"C"	1
"YKL023W"	"YKL023W"	"ORF"	11	393344	394152	"W"	1
"YKL022C"	"CDC16"	"ORF"	11	396804	394332	"C"	1
"YKL021C"	"MAK11"	"ORF"	11	398268	396980	"C"	1
"YKL020C"	"SPT23"	"ORF"	11	401772	399060	"C"	1
"YKL019W"	"RAM2"	"ORF"	11	402144	403176	"W"	1
"YKL018C-A"	"YKL018C-A"	"ORF"	11	403624	403045	"C"	1
"YKL018W"	"SWD2"	"ORF"	11	403664	404792	"W"	1
"YKL017C"	"HCS1"	"ORF"	11	406908	404852	"C"	1
"YKL016C"	"ATP7"	"ORF"	11	407732	407036	"C"	1
"YKL015W"	"PUT3"	"ORF"	11	408088	411216	"W"	1
"YKL014C"	"URB1"	"ORF"	11	416588	411276	"C"	1
"YKL013C"	"ARC19"	"ORF"	11	417708	417212	"C"	1
"YKL012W"	"PRP40"	"ORF"	11	417888	419664	"W"	1
"YKL011C"	"CCE1"	"ORF"	11	420884	420620	"C"	1
"YKL010C"	"UFD4"	"ORF"	11	425628	421076	"C"	1
"YKL009W"	"MRT4"	"ORF"	11	425816	426680	"W"	1
"YKL008C"	"LAC1"	"ORF"	11	428324	426820	"C"	1
"YKL007W"	"CAP1"	"ORF"	11	428896	429896	"W"	1
"YKL006C-A"	"SFT1"	"ORF"	11	430377	429663	"C"	1
"YKL006W"	"RPL14A"	"ORF"	11	431512	431679	"W"	1
"YKL005C"	"BYE1"	"ORF"	11	434652	432556	"C"	1
"YKL004W"	"AUR1"	"ORF"	11	434864	436544	"W"	1
"YKL003C"	"MRP17"	"ORF"	11	437180	436612	"C"	1
"YKL002W"	"DID4"	"ORF"	11	437344	437480	"W"	1
"YKL001C"	"MET14"	"ORF"	11	439156	438412	"C"	1
"YKR001C"	"VPS1"	"ORF"	11	442436	440148	"C"	1
"YKR002W"	"PAP1"	"ORF"	11	442672	444568	"W"	1
"YKR003W"	"OSH6"	"ORF"	11	444928	446368	"W"	1
"YKR004C"	"ECM9"	"ORF"	11	447756	446380	"C"	1
"YKR005C"	"YKR005C"	"ORF"	11	449609	447986	"C"	1
"YKR006C"	"MRPL13"	"ORF"	11	450884	450068	"C"	1
"YKR007W"	"MEH1"	"ORF"	11	451048	451616	"W"	1
"YKR008W"	"RSC4"	"ORF"	11	451800	453696	"W"	1
"YKR009C"	"FOX2"	"ORF"	11	456799	453817	"C"	1
"YKR010C"	"TOF2"	"ORF"	11	461012	458428	"C"	1
"YKR011C"	"YKR011C"	"ORF"	11	462452	461172	"C"	1
"YKR013W"	"PRY2"	"ORF"	11	463536	464816	"W"	1
"YKR014C"	"YPT52"	"ORF"	11	465868	464796	"C"	1
"YKR015C"	"YKR015C"	"ORF"	11	468412	466426	"C"	1
"YKR016W"	"YKR016W"	"ORF"	11	469304	470352	"W"	1
"YKR017C"	"YKR017C"	"ORF"	11	473268	471252	"C"	1
"YKR018C"	"YKR018C"	"ORF"	11	475580	473252	"C"	1
"YKR019C"	"IRS4"	"ORF"	11	477804	475788	"C"	1
"YKR020W"	"VPS51"	"ORF"	11	477960	478664	"W"	1
"YKR021W"	"ALY1"	"ORF"	11	478776	481760	"W"	1
"YKR022C"	"NTR2"	"ORF"	11	482836	481836	"C"	1
"YKR023W"	"YKR023W"	"ORF"	11	483016	484568	"W"	1
"YKR024C"	"DBP7"	"ORF"	11	487052	484708	"C"	1
"YKR025W"	"RPC37"	"ORF"	11	487368	488160	"W"	1
"YKR026C"	"GCN3"	"ORF"	11	489467	488316	"C"	1
"YKR027W"	"BCH2"	"ORF"	11	490889	493392	"W"	1
"YKR028W"	"SAP190"	"ORF"	11	493528	497120	"W"	1
"YKR029C"	"SET3"	"ORF"	11	499500	497116	"C"	1
"YKR030W"	"GMH1"	"ORF"	11	499848	500864	"W"	1
"YKR031C"	"SPO14"	"ORF"	11	506132	500956	"C"	1
"YKR034W"	"DAL80"	"ORF"	11	506438	507527	"W"	1
"YKR035W-A"	"DID2"	"ORF"	11	507479	508373	"W"	1
"YKR036C"	"CAF4"	"ORF"	11	510308	508316	"C"	1
"YKR037C"	"SPC34"	"ORF"	11	511476	510484	"C"	1
"YKR038C"	"KAE1"	"ORF"	11	512828	511516	"C"	1
"YKR039W"	"GAP1"	"ORF"	11	514624	516640	"W"	1
"YKR041W"	"YKR041W"	"ORF"	11	517832	518960	"W"	1
"YKR042W"	"UTH1"	"ORF"	11	519067	520444	"W"	1
"YKR043C"	"YKR043C"	"ORF"	11	521388	520548	"C"	1
"YKR044W"	"UIP5"	"ORF"	11	521544	523040	"W"	1
"YKR045C"	"YKR045C"	"ORF"	11	523644	521612	"C"	1
"YKR046C"	"PET10"	"ORF"	11	525108	523812	"C"	1
"YKR048C"	"NAP1"	"ORF"	11	526316	525092	"C"	1
"YKR049C"	"FMP46"	"ORF"	11	526956	526420	"C"	1
"YKR050W"	"TRK2"	"ORF"	11	527355	530304	"W"	1
"YKR051W"	"YKR051W"	"ORF"	11	530456	531920	"W"	1
"YKR052C"	"MRS4"	"ORF"	11	533172	531820	"C"	1
"YKR053C"	"YSR3"	"ORF"	11	535025	533531	"C"	1
"YKR054C"	"DYN1"	"ORF"	11	547676	545548	"C"	1
"YKR055W"	"RHO4"	"ORF"	11	547800	548928	"W"	1
"YKR056W"	"TRM2"	"ORF"	11	549208	550960	"W"	1
"YKR057W"	"RPS21A"	"ORF"	11	551240	551328	"W"	1
"YKR058W"	"GLG1"	"ORF"	11	552360	554280	"W"	1
"YKR059W"	"TIF1"	"ORF"	11	554527	555994	"W"	1
"YKR060W"	"UTP30"	"ORF"	11	555912	558616	"W"	1
"YKR061W"	"KTR2"	"ORF"	11	557217	558774	"W"	1
"YKR062W"	"TFA2"	"ORF"	11	559248	560272	"W"	1
"YKR063C"	"LAS1"	"ORF"	11	561972	560484	"C"	1
"YKR064W"	"OAF3"	"ORF"	11	562120	564696	"W"	1
"YKR065C"	"PAM17"	"ORF"	11	565572	565052	"C"	1
"YKR066C"	"CCP1"	"ORF"	11	566876	565740	"C"	1
"YKR067W"	"GPT2"	"ORF"	11	567400	570400	"W"	1
"YKR068C"	"BET3"	"ORF"	11	570612	569964	"C"	1
"YKR069W"	"MET1"	"ORF"	11	571088	572904	"W"	1
"YKR070W"	"YKR070W"	"ORF"	11	573160	573888	"W"	1
"YKR071C"	"DRE2"	"ORF"	11	575676	574373	"C"	1
"YKR072C"	"SIS2"	"ORF"	11	577924	575980	"C"	1
"YKR074W"	"YKR074W"	"ORF"	11	578824	579256	"W"	1
"YKR075C"	"YKR075C"	"ORF"	11	580452	579860	"C"	1
"YKR076W"	"ECM4"	"ORF"	11	581848	583272	"W"	1
"YKR077W"	"MSA2"	"ORF"	11	583256	584296	"W"	1
"YKR078W"	"YKR078W"	"ORF"	11	584280	586312	"W"	1
"YKR079C"	"TRZ1"	"ORF"	11	589212	586716	"C"	1
"YKR080W"	"MTD1"	"ORF"	11	589872	590680	"W"	1
"YKR081C"	"RPF2"	"ORF"	11	592212	591124	"C"	1
"YKR082W"	"NUP133"	"ORF"	11	592424	596000	"W"	1
"YKR083C"	"DAD2"	"ORF"	11	596876	595980	"C"	1
"YKR084C"	"HBS1"	"ORF"	11	598572	596860	"C"	1
"YKR085C"	"MRPL20"	"ORF"	11	599356	598644	"C"	1
"YKR086W"	"PRP16"	"ORF"	11	599464	602832	"W"	1
"YKR087C"	"OMA1"	"ORF"	11	603901	602789	"C"	1
"YKR088C"	"TVP38"	"ORF"	11	605093	604085	"C"	1
"YKR089C"	"TGL4"	"ORF"	11	608077	605245	"C"	1
"YKR090W"	"PXL1"	"ORF"	11	608417	610817	"W"	1
"YKR091W"	"SRL3"	"ORF"	11	611001	611650	"W"	1
"YKR092C"	"SRP40"	"ORF"	11	613582	612094	"C"	1
"YKR093W"	"PTR2"	"ORF"	11	615258	617178	"W"	1
"YKR094C"	"RPL40B"	"ORF"	11	618470	618382	"C"	1
"YKR095W"	"MLP1"	"ORF"	11	619218	623250	"W"	1
"YKR095W-A"	"PCC1"	"ORF"	11	625404	626025	"W"	1
"YKR096W"	"YKR096W"	"ORF"	11	626338	630090	"W"	1
"YKR097W"	"PCK1"	"ORF"	11	630688	632617	"W"	1
"YKR098C"	"UBP11"	"ORF"	11	634950	632734	"C"	1
"YKR099W"	"BAS1"	"ORF"	11	635146	637962	"W"	1
"YKR100C"	"SKG1"	"ORF"	11	639990	638470	"C"	1
"YKR101W"	"SIR1"	"ORF"	11	640162	642202	"W"	1
"YKR102W"	"FLO10"	"ORF"	11	645892	649681	"W"	1
"YKR103W"	"NFT1"	"ORF"	11	652616	656552	"W"	1
"YKR104W"	"YKR104W"	"ORF"	11	656372	657572	"W"	1
"YKR105C"	"VBA5"	"ORF"	11	660204	658176	"C"	1
"YKR106W"	"YKR106W"	"ORF"	11	660978	663105	"W"	1
"YLL067C"	"YLL067C"	"ORF"	12	4403	407	"C"	1
"YLL066W-B"	"YLL066W-B"	"ORF"	12	5503	5953	"W"	1
"YLL066C"	"YLL066C"	"ORF"	12	9938	5942	"C"	1
"YLL064C"	"YLL064C"	"ORF"	12	13547	12905	"C"	1
"YLL063C"	"AYT1"	"ORF"	12	16041	14545	"C"	1
"YLL062C"	"MHT1"	"ORF"	12	17745	16777	"C"	1
"YLL061W"	"MMP1"	"ORF"	12	17933	19765	"W"	1
"YLL060C"	"GTT2"	"ORF"	12	21941	20960	"C"	1
"YLL058W"	"YLL058W"	"ORF"	12	23485	25237	"W"	1
"YLL057C"	"JLP1"	"ORF"	12	27096	25578	"C"	1
"YLL056C"	"YLL056C"	"ORF"	12	28407	27231	"C"	1
"YLL055W"	"YCT1"	"ORF"	12	29685	31661	"W"	1
"YLL054C"	"YLL054C"	"ORF"	12	35273	33385	"C"	1
"YLL053C"	"YLL053C"	"ORF"	12	36062	35324	"C"	1
"YLL052C"	"AQY2"	"ORF"	12	36462	35733	"C"	1
"YLL051C"	"FRE6"	"ORF"	12	39537	37265	"C"	1
"YLL050C"	"COF1"	"ORF"	12	40449	40393	"C"	1
"YLL049W"	"LDB18"	"ORF"	12	40645	41069	"W"	1
"YLL048C"	"YBT1"	"ORF"	12	46457	41649	"C"	1
"YLL046C"	"RNP1"	"ORF"	12	47564	46535	"C"	1
"YLL045C"	"RPL8B"	"ORF"	12	48665	47753	"C"	1
"YLL043W"	"FPS1"	"ORF"	12	49853	51501	"W"	1
"YLL042C"	"ATG10"	"ORF"	12	52624	52313	"C"	1
"YLL041C"	"SDH2"	"ORF"	12	54009	52809	"C"	1
"YLL040C"	"VPS13"	"ORF"	12	63665	56769	"C"	1
"YLL039C"	"UBI4"	"ORF"	12	65321	64033	"C"	1
"YLL038C"	"ENT4"	"ORF"	12	66569	65305	"C"	1
"YLL036C"	"PRP19"	"ORF"	12	68289	66841	"C"	1
"YLL035W"	"GRC3"	"ORF"	12	68445	70341	"W"	1
"YLL034C"	"RIX7"	"ORF"	12	73201	70601	"C"	1
"YLL033W"	"IRC19"	"ORF"	12	73413	74165	"W"	1
"YLL032C"	"YLL032C"	"ORF"	12	76833	74113	"C"	1
"YLL031C"	"GPI13"	"ORF"	12	80265	77265	"C"	1
"YLL029W"	"FRA1"	"ORF"	12	81341	83821	"W"	1
"YLL028W"	"TPO1"	"ORF"	12	84637	86925	"W"	1
"YLL027W"	"ISA1"	"ORF"	12	87173	88261	"W"	1
"YLL026W"	"HSP104"	"ORF"	12	88549	91349	"W"	1
